organization,work_area,name,latitude,longitude,depth,depth_source,watershid_id,lake_id,program
HAKAI,CALVERT,703 CO22,,,,,703,703,Watershed
HAKAI,CALVERT,703 CO24,,,,,703,703,Watershed
HAKAI,CALVERT,703 CO27,,,,,703,703,Watershed
HAKAI,CALVERT,703 CO28,,,,,703,703,Watershed
HAKAI,CALVERT,703 CO2_1,,,,,703,703,Watershed
HAKAI,CALVERT,703 CO2_2,,,,,703,703,Watershed
HAKAI,CALVERT,703 CO2_3,,,,,703,703,Watershed
HAKAI,CALVERT,703 CO2_4,,,,,703,703,Watershed
HAKAI,CALVERT,703 CO2_5,,,,,703,703,Watershed
HAKAI,CALVERT,703 CO2_6,,,,,703,703,Watershed
HAKAI,CALVERT,703 CO2_7,,,,,703,703,Watershed
HAKAI,CALVERT,703 CO2_8,,,,,703,703,Watershed
HAKAI,CALVERT,703 CO2_9,,,,,703,703,Watershed
HAKAI,CALVERT,703 D,51.65099,-128.02623,,,,,Nearshore
HAKAI,CALVERT,703 D0,,,,,,,Nearshore
HAKAI,CALVERT,703 D1,,,,,,,Nearshore
HAKAI,CALVERT,703 D5,,,,,,,Nearshore
HAKAI,CALVERT,703 DISCHARGEUS,,,,,703,703,Watershed
HAKAI,CALVERT,703 E,51.650982,-128.02402,,,,,Nearshore
HAKAI,CALVERT,703 E0,,,,,,,Nearshore
HAKAI,CALVERT,703 E1,,,,,,,Nearshore
HAKAI,CALVERT,703 E5,,,,,,,Nearshore
HAKAI,CALVERT,703 F,51.651572,-128.02494,,,,,Nearshore
HAKAI,CALVERT,703 F0,,,,,,,Nearshore
HAKAI,CALVERT,703 F1,,,,,,,Nearshore
HAKAI,CALVERT,703 F5,,,,,,,Nearshore
HAKAI,CALVERT,703 GAS1,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS10,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS11,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS12,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS13,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS14,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS15,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS16,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS17,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS18,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS19,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS2,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS20,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS21,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS22,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS23,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS24,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS25,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS26,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS3,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS4,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS5,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS6,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS7,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS8,,,,,703,703,Watershed
HAKAI,CALVERT,703 GAS9,,,,,703,703,Watershed
HAKAI,CALVERT,703 OUTLET,51.6485300000001,-128.026062,,land,,,Watershed
HAKAI,CALVERT,703 RSL,,,,,,,Nearshore
HAKAI,CALVERT,703 SSN703US,,,,,703,703,Watershed
HAKAI,CALVERT,703 UPSTREAM,,,,,703,703,Watershed
HAKAI,CALVERT,703 US,,,,,703,703,Watershed
HAKAI,CALVERT,703 WTW19,,,,,,,Nearshore
HAKAI,CALVERT,703 WTW20,,,,,,,Nearshore
HAKAI,CALVERT,703 WTW21,,,,,,,Nearshore
HAKAI,CALVERT,703209,,,,,,,Projects
HAKAI,CALVERT,708 1,,,,,,,Nearshore
HAKAI,CALVERT,708 1-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 1-RS,,,,,,,Nearshore
HAKAI,CALVERT,708 1AS,,,,,,,Nearshore
HAKAI,CALVERT,708 1RS,,,,,,,Nearshore
HAKAI,CALVERT,708 2,,,,,,,Nearshore
HAKAI,CALVERT,708 2-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 2-RS,,,,,,,Nearshore
HAKAI,CALVERT,708 2AS,,,,,,,Nearshore
HAKAI,CALVERT,708 2RS,,,,,,,Nearshore
HAKAI,CALVERT,708 3,,,,,,,Nearshore
HAKAI,CALVERT,708 3-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 3-RS,,,,,,,Nearshore
HAKAI,CALVERT,708 3AS,,,,,,,Nearshore
HAKAI,CALVERT,708 3P,,,,,,,Nearshore
HAKAI,CALVERT,708 3RS,,,,,,,Nearshore
HAKAI,CALVERT,708 4,,,,,,,Nearshore
HAKAI,CALVERT,708 4-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 4-RS,,,,,,,Nearshore
HAKAI,CALVERT,708 4AS,,,,,,,Nearshore
HAKAI,CALVERT,708 4RS,,,,,,,Nearshore
HAKAI,CALVERT,708 5,,,,,,,Nearshore
HAKAI,CALVERT,708 5-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 5AS,,,,,,,Nearshore
HAKAI,CALVERT,708 6,,,,,,,Nearshore
HAKAI,CALVERT,708 6-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 6AS,,,,,,,Nearshore
HAKAI,CALVERT,708 6S,,,,,,,Nearshore
HAKAI,CALVERT,708 7,,,,,,,Nearshore
HAKAI,CALVERT,708 7-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 7AS,,,,,,,Nearshore
HAKAI,CALVERT,708 7S,,,,,,,Nearshore
HAKAI,CALVERT,708 8-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 877,,,,,,,Nearshore
HAKAI,CALVERT,708 877 BOTTOM,51.6471790000001,-128.068105,,,708,877,Watershed
HAKAI,CALVERT,708 877 INLET,51.6468942920001,-128.067564383,,land,708,877,Watershed
HAKAI,CALVERT,708 877 OUTLET,51.6484979890001,-128.068128216,,land,708,877,Watershed
HAKAI,CALVERT,708 877 SURFACE,51.6471790000001,-128.068105,,,708,877,Watershed
HAKAI,CALVERT,708 877_BOTTOM,,,,,,,Nearshore
HAKAI,CALVERT,708 877_INLET,,,,,,,Nearshore
HAKAI,CALVERT,708 877_OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,708 877_SURFACE,,,,,,,Nearshore
HAKAI,CALVERT,708 8AS,,,,,,,Nearshore
HAKAI,CALVERT,708 9-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 951,,,,,,,Nearshore
HAKAI,CALVERT,708 951 BELOWTHERMOCLINE,,,,,708,951,Watershed
HAKAI,CALVERT,708 951 BOTTOM,51.63226,-128.06519,,,708,951,Watershed
HAKAI,CALVERT,708 951 INLETS,51.62342104,-128.070492,,land,708,951,Watershed
HAKAI,CALVERT,708 951 INLETS2,,,,,708,951,Watershed
HAKAI,CALVERT,708 951 INLETSE,51.62476902,-128.067143,,land,708,951,Watershed
HAKAI,CALVERT,708 951 INLETSOUTH,,,,,708,951,Watershed
HAKAI,CALVERT,708 951 INLETSOUTH2,,,,,708,951,Watershed
HAKAI,CALVERT,708 951 INLETSOUTHEAST,,,,,708,951,Watershed
HAKAI,CALVERT,708 951 INLETW,51.6275539900001,-128.070939,,land,708,951,Watershed
HAKAI,CALVERT,708 951 INLETWEST,,,,,708,951,Watershed
HAKAI,CALVERT,708 951 OUTLET,51.636419,-128.067342,,land,708,951,Watershed
HAKAI,CALVERT,708 951 PHOTIC,,,,,708,951,Watershed
HAKAI,CALVERT,708 951 SURFACE,51.63226,-128.06519,,,708,951,Watershed
HAKAI,CALVERT,708 951 THERMO,,,,,708,951,Watershed
HAKAI,CALVERT,708 951 THERMOCLINE,,,,,708,951,Watershed
HAKAI,CALVERT,708 951_BOTTOM,,,,,,,Nearshore
HAKAI,CALVERT,708 951_INLETSOUTH,,,,,,,Nearshore
HAKAI,CALVERT,708 951_INLETSOUTHEAST,,,,,,,Nearshore
HAKAI,CALVERT,708 951_INLETWEST,,,,,,,Nearshore
HAKAI,CALVERT,708 951_OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,708 951_SURFACE,,,,,,,Nearshore
HAKAI,CALVERT,708 9AS,,,,,,,Nearshore
HAKAI,CALVERT,708 A,51.6494,-128.06937,,,,,Nearshore
HAKAI,CALVERT,708 A-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 A-RS,,,,,,,Nearshore
HAKAI,CALVERT,708 A0,,,,,,,Nearshore
HAKAI,CALVERT,708 A1,,,,,,,Nearshore
HAKAI,CALVERT,708 AAS,,,,,,,Nearshore
HAKAI,CALVERT,708 ARS,,,,,,,Nearshore
HAKAI,CALVERT,708 AS,,,,,,,Nearshore
HAKAI,CALVERT,708 ASL,,,,,708,708,Watershed
HAKAI,CALVERT,708 AUTOSAMPLE,,,,,708,708,Watershed
HAKAI,CALVERT,708 AUTOSAMPLER,,,,,708,708,Watershed
HAKAI,CALVERT,708 B,51.6504639,-128.06942,,,,,Nearshore
HAKAI,CALVERT,708 B-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 B0,,,,,,,Nearshore
HAKAI,CALVERT,708 B1,,,,,,,Nearshore
HAKAI,CALVERT,708 B5,,,,,,,Nearshore
HAKAI,CALVERT,708 BAS,,,,,,,Nearshore
HAKAI,CALVERT,708 BELOWTHERMOCLINE,,,,,708,708,Watershed
HAKAI,CALVERT,708 BOTTOM,,,,,708,708,Watershed
HAKAI,CALVERT,708 C,51.650165,-128.06989,,,,,Nearshore
HAKAI,CALVERT,708 C-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 C0,,,,,,,Nearshore
HAKAI,CALVERT,708 C1,,,,,,,Nearshore
HAKAI,CALVERT,708 C5,,,,,,,Nearshore
HAKAI,CALVERT,708 CAS,,,,,,,Nearshore
HAKAI,CALVERT,708 CO210,,,,,708,708,Watershed
HAKAI,CALVERT,708 CO22,,,,,708,708,Watershed
HAKAI,CALVERT,708 CO23,,,,,708,708,Watershed
HAKAI,CALVERT,708 CO26,,,,,708,708,Watershed
HAKAI,CALVERT,708 CO29,,,,,708,708,Watershed
HAKAI,CALVERT,708 CO2_1,,,,,708,708,Watershed
HAKAI,CALVERT,708 CO2_10,,,,,708,708,Watershed
HAKAI,CALVERT,708 CO2_2,,,,,708,708,Watershed
HAKAI,CALVERT,708 CO2_3,,,,,708,708,Watershed
HAKAI,CALVERT,708 CO2_4,,,,,708,708,Watershed
HAKAI,CALVERT,708 CO2_5,,,,,708,708,Watershed
HAKAI,CALVERT,708 CO2_6,,,,,708,708,Watershed
HAKAI,CALVERT,708 CO2_7,,,,,708,708,Watershed
HAKAI,CALVERT,708 CO2_8,,,,,708,708,Watershed
HAKAI,CALVERT,708 CO2_9,,,,,708,708,Watershed
HAKAI,CALVERT,708 D,51.6513515,-128.06909,,,,,Nearshore
HAKAI,CALVERT,708 D-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 D0,,,,,,,Nearshore
HAKAI,CALVERT,708 D1,,,,,,,Nearshore
HAKAI,CALVERT,708 D5,,,,,,,Nearshore
HAKAI,CALVERT,708 DAS,,,,,,,Nearshore
HAKAI,CALVERT,708 E,51.6511014,-128.06989,,,,,Nearshore
HAKAI,CALVERT,708 E-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 E0,,,,,,,Nearshore
HAKAI,CALVERT,708 E1,,,,,,,Nearshore
HAKAI,CALVERT,708 E5,,,,,,,Nearshore
HAKAI,CALVERT,708 EAS,,,,,,,Nearshore
HAKAI,CALVERT,708 F,51.651173,-128.07038,,,,,Nearshore
HAKAI,CALVERT,708 F-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 F0,,,,,,,Nearshore
HAKAI,CALVERT,708 F1,,,,,,,Nearshore
HAKAI,CALVERT,708 F5,,,,,,,Nearshore
HAKAI,CALVERT,708 FAS,,,,,,,Nearshore
HAKAI,CALVERT,708 G,51.64981,-128.06946,,,,,Nearshore
HAKAI,CALVERT,708 G-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 G0,,,,,,,Nearshore
HAKAI,CALVERT,708 G1,,,,,,,Nearshore
HAKAI,CALVERT,708 GAS,,,,,,,Nearshore
HAKAI,CALVERT,708 GAS25,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS26,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS27,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS28,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS29,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS30,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS31,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS32,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS33,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS34,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS35,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS36,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS37,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS38,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS39,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS40,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS41,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS42,,,,,708,708,Watershed
HAKAI,CALVERT,708 GAS43,,,,,708,708,Watershed
HAKAI,CALVERT,708 H-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 H1,,,,,,,Nearshore
HAKAI,CALVERT,708 H1 BOTTOM,,,,,,,Nearshore
HAKAI,CALVERT,708 H1 INLET SOUTH,,,,,,,Nearshore
HAKAI,CALVERT,708 H1 INLET SOUTHEAST,,,,,,,Nearshore
HAKAI,CALVERT,708 H1 INLET WEST,,,,,,,Nearshore
HAKAI,CALVERT,708 H1 OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,708 H1 SURFACE,,,,,,,Nearshore
HAKAI,CALVERT,708 H1BOTTOM,,,,,708,708,Watershed
HAKAI,CALVERT,708 H1INLETSOUTH,,,,,708,708,Watershed
HAKAI,CALVERT,708 H1INLETSOUTHEAST,,,,,708,708,Watershed
HAKAI,CALVERT,708 H1INLETWEST,,,,,708,708,Watershed
HAKAI,CALVERT,708 H1OUTLET,,,,,708,708,Watershed
HAKAI,CALVERT,708 H1SURFACE,,,,,708,708,Watershed
HAKAI,CALVERT,708 HAS,,,,,,,Nearshore
HAKAI,CALVERT,708 I-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 IAS,,,,,,,Nearshore
HAKAI,CALVERT,708 INLETS,51.62342104,-128.070492,,,708,708,Watershed
HAKAI,CALVERT,708 INLETS2,,,,,708,708,Watershed
HAKAI,CALVERT,708 INLETSE,51.62476902,-128.067143,,,708,708,Watershed
HAKAI,CALVERT,708 INLETW,51.6275539900001,-128.070939,,,708,708,Watershed
HAKAI,CALVERT,708 J-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 JAS,,,,,,,Nearshore
HAKAI,CALVERT,708 K-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 KAS,,,,,,,Nearshore
HAKAI,CALVERT,708 L-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 LAS,,,,,,,Nearshore
HAKAI,CALVERT,708 M-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 MAS,,,,,,,Nearshore
HAKAI,CALVERT,708 N-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 NAS,,,,,,,Nearshore
HAKAI,CALVERT,708 OUTLET,51.6491990000001,-128.068516,,land,,,Watershed
HAKAI,CALVERT,708 PHOTIC,,,,,708,708,Watershed
HAKAI,CALVERT,708 RSL,,,,,,,Nearshore
HAKAI,CALVERT,708 SSN708,,,,,708,708,Watershed
HAKAI,CALVERT,708 SURFACE,,,,,708,708,Watershed
HAKAI,CALVERT,708 THERMO,,,,,708,708,Watershed
HAKAI,CALVERT,708 THERMOCLINE,,,,,708,708,Watershed
HAKAI,CALVERT,708 UPSTREAM,,,,,708,708,Watershed
HAKAI,CALVERT,708 W2-BOTTOM,,,,,,,Nearshore
HAKAI,CALVERT,708 W2-INLET,,,,,,,Nearshore
HAKAI,CALVERT,708 W2-OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,708 W2-SURFACE,,,,,,,Nearshore
HAKAI,CALVERT,708 W2BOTTOM,,,,,,,Nearshore
HAKAI,CALVERT,708 W2INLET,,,,,,,Nearshore
HAKAI,CALVERT,708 W2OUTLET,,,,,,,Nearshore
HAKAI,CALVERT,708 W2SURFACE,,,,,,,Nearshore
HAKAI,CALVERT,708 X-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 XAS,,,,,,,Nearshore
HAKAI,CALVERT,708 Z-AS,,,,,,,Nearshore
HAKAI,CALVERT,708 ZAS,,,,,,,Nearshore
HAKAI,CALVERT,708A,,,,,,,Nearshore
HAKAI,CALVERT,708B,,,,,,,Nearshore
HAKAI,CALVERT,708D,,,,,,,Nearshore
HAKAI,CALVERT,708E,,,,,,,Nearshore
HAKAI,CALVERT,708F,,,,,,,Nearshore
HAKAI,CALVERT,708G,,,,,,,Nearshore
HAKAI,CALVERT,709 RSL,,,,,709,709,Watershed
HAKAI,CALVERT,710 RSL,,,,,710,710,Watershed
HAKAI,CALVERT,711 RSL,,,,,711,711,Watershed
HAKAI,CALVERT,711081,,,,,,,Projects
HAKAI,CALVERT,712 OUTLET,,,,,,,Watershed
HAKAI,CALVERT,712 RSL,,,,,712,712,Watershed
HAKAI,CALVERT,713 RSL,,,,,713,713,Watershed
HAKAI,CALVERT,714 RSL,,,,,714,714,Watershed
HAKAI,CALVERT,715 RSL,,,,,715,715,Watershed
HAKAI,CALVERT,716 RSL,,,,,716,716,Watershed
HAKAI,CALVERT,717 RSL,,,,,717,717,Watershed
HAKAI,CALVERT,717561,,,,,,,Projects
HAKAI,CALVERT,718 OUTLET,,,,,,,Watershed
HAKAI,CALVERT,718 RSL,,,,,718,718,Watershed
HAKAI,CALVERT,719 RSL,,,,,719,719,Watershed
HAKAI,CALVERT,720 RSL,,,,,720,720,Watershed
HAKAI,CALVERT,721 RSL,,,,,721,721,Watershed
HAKAI,CALVERT,722 RSL,,,,,722,722,Watershed
HAKAI,CALVERT,723 RSL,,,,,723,723,Watershed
HAKAI,CALVERT,724 RSL,,,,,724,724,Watershed
HAKAI,CALVERT,7248873,,,,,,,Projects
HAKAI,CALVERT,725 RSL,,,,,725,725,Watershed
HAKAI,CALVERT,7250697,,,,,,,Projects
HAKAI,CALVERT,726 RSL,,,,,726,726,Watershed
HAKAI,CALVERT,727 RSL,,,,,727,727,Watershed
HAKAI,CALVERT,728 RSL,,,,,728,728,Watershed
HAKAI,CALVERT,729 RSL,,,,,729,729,Watershed
HAKAI,CALVERT,730 RSL,,,,,730,730,Watershed
HAKAI,CALVERT,731 RSL,,,,,731,731,Watershed
HAKAI,CALVERT,732 RSL,,,,,732,732,Watershed
HAKAI,CALVERT,7323753,,,,,,,Projects
HAKAI,CALVERT,733 RSL,,,,,733,733,Watershed
HAKAI,CALVERT,734 RSL,,,,,734,734,Watershed
HAKAI,CALVERT,735 RSL,,,,,735,735,Watershed
HAKAI,CALVERT,736 RSL,,,,,736,736,Watershed
HAKAI,CALVERT,7455033,51.5066200000001,-127.696617,0.0,chart,,,Projects
HAKAI,CALVERT,757 OUTLET,,,,,,,Watershed
HAKAI,CALVERT,775737,,,,,,,Projects
HAKAI,CALVERT,793 F5,,,,,,,Nearshore
HAKAI,CALVERT,79401,51.92287,-128.2808,49.0,CHS NONNA10 Bathymetry,,,Projects
HAKAI,CALVERT,796473,,,,,,,Projects
HAKAI,CALVERT,8,,,,,,,Projects
HAKAI,CALVERT,8054073,,,,,,,Projects
HAKAI,CALVERT,808713,51.7438700000001,-128.1013833,5.0,chart,,,Projects
HAKAI,CALVERT,8187177,,,,,,,Projects
HAKAI,CALVERT,819 1,,,,,,,Nearshore
HAKAI,CALVERT,819 2,,,,,,,Nearshore
HAKAI,CALVERT,819 3,,,,,,,Nearshore
HAKAI,CALVERT,819 4,,,,,,,Nearshore
HAKAI,CALVERT,819 4P,,,,,,,Nearshore
HAKAI,CALVERT,819 6,,,,,,,Nearshore
HAKAI,CALVERT,819 6S,,,,,,,Nearshore
HAKAI,CALVERT,819 7,,,,,,,Nearshore
HAKAI,CALVERT,819 7S,,,,,,,Nearshore
HAKAI,CALVERT,819 8S,,,,,,,Nearshore
HAKAI,CALVERT,819 A,51.65696,-128.042,,,,,Nearshore
HAKAI,CALVERT,819 A0,,,,,,,Nearshore
HAKAI,CALVERT,819 A1,,,,,,,Nearshore
HAKAI,CALVERT,819 B,51.6565604,-128.0421,,,,,Nearshore
HAKAI,CALVERT,819 B0,,,,,,,Nearshore
HAKAI,CALVERT,819 B1,,,,,,,Nearshore
HAKAI,CALVERT,819 B5,,,,,,,Nearshore
HAKAI,CALVERT,819 C,51.656695,-128.0414,,,,,Nearshore
HAKAI,CALVERT,819 C0,,,,,,,Nearshore
HAKAI,CALVERT,819 C1,,,,,,,Nearshore
HAKAI,CALVERT,819 C5,,,,,,,Nearshore
HAKAI,CALVERT,819 CO2_1,,,,,819,819,Watershed
HAKAI,CALVERT,819 CO2_10,,,,,819,819,Watershed
HAKAI,CALVERT,819 CO2_11,,,,,819,819,Watershed
HAKAI,CALVERT,819 CO2_12,,,,,819,819,Watershed
HAKAI,CALVERT,819 CO2_13,,,,,819,819,Watershed
HAKAI,CALVERT,819 CO2_14,,,,,819,819,Watershed
HAKAI,CALVERT,819 CO2_15,,,,,819,819,Watershed
HAKAI,CALVERT,819 CO2_16,,,,,819,819,Watershed
HAKAI,CALVERT,819 CO2_2,,,,,819,819,Watershed
HAKAI,CALVERT,819 CO2_3,,,,,819,819,Watershed
HAKAI,CALVERT,819 CO2_4,,,,,819,819,Watershed
HAKAI,CALVERT,819 CO2_5,,,,,819,819,Watershed
HAKAI,CALVERT,819 CO2_6,,,,,819,819,Watershed
HAKAI,CALVERT,819 CO2_7,,,,,819,819,Watershed
HAKAI,CALVERT,819 CO2_8,,,,,819,819,Watershed
HAKAI,CALVERT,819 CO2_9,,,,,819,819,Watershed
HAKAI,CALVERT,819 D,51.656103,-128.04067,,,,,Nearshore
HAKAI,CALVERT,819 D0,,,,,,,Nearshore
HAKAI,CALVERT,819 D1,,,,,,,Nearshore
HAKAI,CALVERT,819 D5,,,,,,,Nearshore
HAKAI,CALVERT,819 DISCHARGEUS,,,,,819,819,Watershed
HAKAI,CALVERT,819 E,51.65617,-128.04294,,,,,Nearshore
HAKAI,CALVERT,819 E0,,,,,,,Nearshore
HAKAI,CALVERT,819 E1,,,,,,,Nearshore
HAKAI,CALVERT,819 E5,,,,,,,Nearshore
HAKAI,CALVERT,819 ES,,,,,,,Nearshore
HAKAI,CALVERT,819 F,51.6558379,-128.04184,,,,,Nearshore
HAKAI,CALVERT,819 F0,,,,,,,Nearshore
HAKAI,CALVERT,819 F1,,,,,,,Nearshore
HAKAI,CALVERT,819 F5,,,,,,,Nearshore
HAKAI,CALVERT,819 GAS43,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS44,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS45,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS46,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS47,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS48,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS49,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS50,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS51,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS52,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS53,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS54,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS55,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS56,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS57,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS58,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS59,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS60,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS61,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS62,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS63,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS64,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS65,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS66,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS67,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS68,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS69,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS70,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS71,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS72,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS73,,,,,819,819,Watershed
HAKAI,CALVERT,819 GAS74,,,,,819,819,Watershed
HAKAI,CALVERT,819 OUTLET,51.6573750000001,-128.042222,,land,,,Watershed
HAKAI,CALVERT,819 RSL,,,,,,,Nearshore
HAKAI,CALVERT,819 SC10,,,,,,,Nearshore
HAKAI,CALVERT,819 SSN819US,,,,,819,819,Watershed
HAKAI,CALVERT,819 UPSTREAM,,,,,819,819,Watershed
HAKAI,CALVERT,819 US,,,,,819,819,Watershed
HAKAI,CALVERT,819 WTW23,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW25,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW26,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW27,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW28,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW29,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW30,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW31,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW32,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW33,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW34,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW35,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW36,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW37,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW38,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW39,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW40,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW41,,,,,,,Nearshore
HAKAI,CALVERT,819 WTW42,,,,,,,Nearshore
HAKAI,CALVERT,8307165,,,,,,,Projects
HAKAI,CALVERT,832 OUTLET,,,,,,,Watershed
HAKAI,CALVERT,842205,52.03358,-128.465867,42.0,CHS and NRCan Multibeam Echo Sounder Bathymetry,,,Projects
HAKAI,CALVERT,844 1,,,,,,,Nearshore
HAKAI,CALVERT,844 2,,,,,,,Nearshore
HAKAI,CALVERT,844 2P,,,,,,,Nearshore
HAKAI,CALVERT,844 3,,,,,,,Nearshore
HAKAI,CALVERT,844 4,,,,,,,Nearshore
HAKAI,CALVERT,844 5,,,,,,,Nearshore
HAKAI,CALVERT,844 6,,,,,,,Nearshore
HAKAI,CALVERT,844 6S,,,,,,,Nearshore
HAKAI,CALVERT,844 7,,,,,,,Nearshore
HAKAI,CALVERT,844 7S,,,,,,,Nearshore
HAKAI,CALVERT,844 8S,,,,,,,Nearshore
